return,RETURN,RETOUR,INDIETRO,ZURÜCK,VOLVER,戻る,RETORNAR,ВЕРНУТЬСЯ,返回,返回,返回,돌아가기,رجوع,TERUG,GERİ DÖN,KEMBALI,ย้อนกลับ,QUAY LẠI,,,POWRÓT,,
return_to_main,RETURN TO THE MAIN MENU?,RETOURNE À L'ÉCRAN PRINCIPAL,TORNA ALLA HOME,ZURÜCK ZUM HAUPTMENÜ,VOLVER A LA HOME,メインに戻る,VOLTAR AO PRINCIPAL,ВЕРНУТЬСЯ В ГЛАВНОЕ МЕНЮ,返回主菜单,返回主菜單,返回主菜單,음으로 돌아가기,الرجوع إلى الشاشة الرئيسية,TERUG NAAR HOOFDMENU,ANA SAYFAYA DÖN,KEMBALI KE MENU UTAMA,กลับไปยังเมนูหลัก,QUAY LẠI TRANG CHÍNH,,,POWRÓT DO EKRANU GŁÓWNEGO,,
return_to_game,RETURN TO THE GAME?,RETOUR AU JEU ?,TORNA ALLA PARTITA?,ZURÜCK ZUM SPIELEN?,¿Volver al juego?,ゲームに戻りますか？,VOLTAR AO JOGO?,ВЕРНУТЬСЯ К ИГРЕ?,返回游戏,返回遊戲,返回遊戲,게임으로 돌아가기?,الرجوع إلى اللعبة,TERUG NAAR SPEL?,OYUNA DÖN?,KEMBALI KE PERMAINAN?,กลับไปยังการแข่งขัน?,QUAY LẠI TRẬN ĐẤU?,,,POWRÓT DO GRY?,,
sprint,SPRINT,ACCÉLÉRER,ACCELERA,SPRINT,ACELERAR,スプリント,CORRER,УСКОРЕНИЕ,冲刺,衝刺,衝刺,스프린트,ركض سريع,SPRINTEN,KOŞU,LARI CEPAT,วิ่งเร็ว,TĂNG TỐC,,,SPRINT,,
shoot,SHOOT,TIRER,TIRA,SCHUSS,DISPARO,シュート,CHUTAR,УДАР,射门,射門,射門,슛,تسديد,TRAPPEN,ŞUT,TEMBAK,ยิง,SÚT,,,STRZAŁ,,
through,THROUGH,PASSER EN PROFONDEUR,PASSAGGIO FILTRANTE,STEILPASS,PASE EN PROFUNDIDAD,スルー,PASSE FUNDO,ПАС ВРАЗРЕЗ,直塞,直塞,直塞,스루,تمرير بعمق,STEEKPASS,ARA,LEWATI,ผ่านบอล,XUYÊN QUA,,,BEZPOŚREDNIE,,
pass,PASS,PASSER,PASSA,PASS,PASAR,パス,TOCAR,ПАС,传球,傳球,傳球,패스,تمرير,PASEN,PAS,OPER,ส่ง,CHUYỀN BÓNG,,,PODANIE,,
tackle,SLIDE,TACLE,SCIVOLATA,GRÄTSCHE,ENTRADA,タックル,CARRINHO,ПОДКАТ,铲球,鏟球,鏟球,태클,انزلاق الكرة,SLIDING,KAYARAK MÜDAHALE,TEKEL,สไลด์ลูกบอล,CÚ XOẠC BÓNG,,,WŚLIZG,,
press,PRESS,PRESSER,PRESSING,Pressing ,PRESSING,プレス,PRESSIONAR,ПРЕССИНГ,跟防,跟防,跟防,프레스,مضايقة,DRUK ZETTEN,BASIN,TEKAN,กด,ÉP,,,PRESJA,,
switch,SWITCH,CHANGER DE JOUEUR,CAMBIA,UMSCHALTEN,CAMBIAR,スイッチ,SUBSTITUIR,СМЕНА ИГРОКА,换防,換防,換防,스위치,تبديل الاعبين,VAN SPELER SCHAKELEN,DEĞIŞ,BERALIH,ปุ่ม,ĐỔI,,,ZMIANA,,
sprint_skills,SPRINT & SKILLS,ACCÉLÉRER & GESTES TECHNIQUES,SPRINT & FINTE,SPRINT & SPEZIAL,SPRINT & REGATE,スプリント & テクニカルスキル,CORRER & HABILIDADES TÉCNICAS,УСКОРЕНИЕ & ТЕХНИЧЕСКИЕ ПРИЕМЫ,冲刺 & 技巧动作,衝刺 & 技巧動作,衝刺 & 技巧動作,스프린트 & 기술적 기술,ركض سريع & المهارات التقنية,SPRINTEN & TECHNISCHE VAARDIGHEDEN,KOŞU & TEKNIK BECERILER,LARI CEPAT & SKILL,วิ่งเร็ว & ทักษะทางเทคนิค,TĂNG TỐC & KỸ THUẬT KỸ NĂNG,,,SPRINT & UMIEJĘTNOŚCI TECHNICZNE,,
2nd_defense,2nd Defense,DEUXIÈME DÉFENSEUR,SECONDO DIFENSORE,ZWEITER VERTEIDIGER,SEGUNDO DEFENSOR,2番目のディフェンダー,SEGUNDO DEFENSOR,ВТОРОЙ ЗАЩИТНИК,协防,協防,協防,두 번째 수비수,الدفاع الثاني,TWEEDE VERDEDIGER,IKINCI SAVUNMA OYUNCUSU,BEK KEDUA,ผู้รักษาประตูที่สอง,HẬU VỆ THỨ HAI,,,DRUGI OBROŃCA,,
sprint_press,SPRINT & PRESS,ACCÉLÉRER & PRESSER,SPRINT & PRESSING,SPRINT & PRESSING,SPRINT & PRESIÓN,スプリント & プレス,CORRER & PRESSIONAR,УСКОРЕНИЕ & ПРЕССИНГ,冲刺 & 跟防,衝刺 & 跟防,衝刺 & 跟防,스프린트 & 프레스,ركض سريع & مضايقة,SPRINTEN & DRUK ZETTEN,KOŞU & BASIN,LARI CEPAT & TEKAN,วิ่งเร็ว & กด,TĂNG TỐC & ÉP,,,SPRINT & PRESJA,,
group_name_0,GROUP A,GROUPE A,GRUPPO A,GRUPPE A,GRUPO A,グループＡ,GRUPO A,ГРУППА А,A组,A組,A組,그룹 A,المجموعة أ,GROEP A,A GRUBU,KELOMPOK A,กลุ่ม A,BẢNG A,,,GRUPA A,,
group_name_1,GROUP B,GROUPE B,GRUPPO B,GRUPPE B,GRUPO B,グループＢ,GRUPO B,ГРУППА B,B组,B組,B組,그룹 B,المجموعة ب,GROEP B,B GRUBU,KELOMPOK B,กลุ่ม B,BẢNG B,,,GRUPA B,,
group_name_2,GROUP C,GROUPE C,GRUPPO C,GRUPPE C,GRUPO C,グループＣ,GRUPO C,ГРУППА C,C组,C組,C組,그룹 C,المجموعة ج,GROEP C,C GRUBU,KELOMPOK C,กลุ่ม C,BẢNG C,,,GRUPA C,,
group_name_3,GROUP D,GROUPE D,GRUPPO D,GRUPPE D,GRUPO D,グループＤ,GRUPO D,ГРУППА D,D组,D組,D組,그룹 D,المجموعة د,GROEP D,D GRUBU,KELOMPOK D,กลุ่ม D,BẢNG D,,,GRUPA D,,
group_name_4,GROUP E,GROUPE E,GRUPPO E,GRUPPE E,GRUPO E,グループＥ,GRUPO E,ГРУППА E,E组,E組,E組,그룹 E,المجموعة ه,GROEP E,E GRUBU,KELOMPOK E,กลุ่ม E,BẢNG E,,,GRUPA E,,
group_name_5,GROUP F,GROUPE F,GRUPPO F,GRUPPE F,GRUPO F,グループＦ,GRUPO F,ГРУППА F,F组,F組,F組,그룹 F,المجموعة ف,GROEP F,F GRUBU,KELOMPOK F,กลุ่ม F,BẢNG F,,,GRUPA F,,
group_name_6,GROUP G,GROUPE G,GRUPPO G,GRUPPE G,GRUPO G,グループＧ,GRUPO G,ГРУППА G,G组,G組,G組,그룹 G,المجموعة ج,GROEP G,G GRUBU,KELOMPOK G,กลุ่ม G,BẢNG G,,,GRUPA G,,
group_name_7,GROUP H,GROUPE H,GRUPPO H,GRUPPE H,GRUPO H,グループＨ,GRUPO H,ГРУППА H,H组,H組,H組,그룹 H,المجموعة ح,GROEP H,H GRUBU,KELOMPOK H,กลุ่ม H,BẢNG H,,,GRUPA H,,
group_name_8,GROUP I,GROUPE I,GRUPPO I,GRUPPE I,GRUPO I,グループI,GRUPO I,ГРУППА I,I组,I組,I組,그룹 I,المجموعة أنا,GROEP I,I GRUBU,KELOMPOK I,กลุ่ม I,BẢNG I,,,GRUPA I,,
group_name_9,GROUP J,GROUPE J,GRUPPO J,GRUPPE J,GRUPO J,グループJ,GRUPO J,ГРУППА J,J组,J組,J組,그룹 J,المجموعة جي,GROEP J,J GRUBU,KELOMPOK J,กลุ่ม J,BẢNG J,,,GRUPA J,,
btn_back,Back,Retour,Indietro,Zurück,Volver,Back,Voltar,Назад,返回,返回,返回,뒤로,رجوع,Terug,Geri,Kembali,กลับ,Quay lại,,,Powrót,,
btn_confirm,Confirm,Confirmer,Conferma,Bestätigen,Confirmar,確認,Confirmar,Подтвердить,确定,確定,確定,확인,تأكيد,Bevestigen,Onayla,Konfirmasi,ยืนยัน,Xác nhận,,,Potwierdź,,
Play,Play,Jouer,Gioca,Spielen,Jugar,プレイ,Jogar,Играть,开始,開始,開始,플레이,إلعب,Spelen,Oyna,Main,เล่น,Chơi,,,Graj,,
formation,Formation,Formation,Formazione,Formation,Formación,フォーメーション,Formação,Построение,阵型,編隊,編隊,포메이션,التشكيلة,Opstelling,Formasyon,Formasi,แผนการเล่น,Đội hình,,,Formacja,,
information,Information,Informations,Informazioni,Information,Información,インフォメーション,Informação,Информация,信息,資訊,資訊,정보,معلومات,Informatie,Bilgi,Informasi,ข้อมูล,Thông tin,,,Informacje,,
quit,Quit,Quitter,Abbandona,Verlassen,Abandonar,終了,Sair,Выход,退出,退出,退出,종료,مغادرة,Stoppen,Kapat,Keluar,ออก,Thoát,,,Wyjdź,,
group_stage,Group Stage,Phase de poules,Torneo,Gruppenphase,Fase de grupos,グループステージ,Fase de Grupos,Групповой этап,小组赛,小組賽,小組賽,그룹 스테이지,مرحلة المجموعات,Groepstage,Grup Aşaması,Babak Penyisihan Grup,รอบแบ่งกลุ่ม,Vòng bảng,,,Faza grupowa,,
knockout,Knockout,Phases éliminatoires,Eliminazione,K.o.-Runde,Eliminatorias,トーナメント,Eliminação,Плей-офф,淘汰,淘汰,淘汰,녹아웃,مرحلة الإقصاء,Knock-out,Eleme,Sistem Gugur,รอบสุดท้าย,Vòng knock-out,,,Faza pucharowa,,
restart,Restart,Recommencer,Riavvia,Neustart,Reiniciar,再スタート,Reiniciar,Начать сначала,重新开始,重新開始,重新開始,재시작,إعادة بدء,Herstarten,Yeniden başlat,Mulai Ulang,เริ่มใหม่,Khởi động lại,,,Restart,,
new_journey,New campaign,Nouvelle campagne,Nuova carriera,Neue Kampagne,Nueva carrera,新しいキャンペーン,Nova campanha,Новая кампания,新征程,新征程,新征程,새로운 캠페인,حملة جديدة,Nieuwe campagne,Yeni kampanya,Kampanye Baru,แคมเปญใหม่,Chiến dịch mới,,,Nowa kampania,,
3rd_place,3rd Place,3ème place,Terzo posto,Dritter Platz,Tercer lugar,3位,3º lugar,Третье место,季军,季軍,季軍,3위,المركز الثالث,3e plek,3. Sıra,Peringkat Ketiga,อันดับ 3,Vị trí thứ 3,,,3. miejsce,,
days,Day {0},Jour {0},Giorno {0},Tag {0},Día {0},{0}日目,Dia {0},{0} день,第{0}天,第 {0} 天,第 {0} 天,{0}일,اليوم {0},Dag {0},Gün {0},Hari {0},วัน {0},Ngày {0},,,Dzień {0},,
world_cup_W,Women's National Cup,Coupe nationale féminine,Coppa Nazionale Femminile,Frauen Nationalcup,Copa Nacional Femenina,女子ナショナルカップ,Copa Nacional Feminina,Женский национальный кубок,女子国家杯,女子國家杯,女子國家杯,여자 국가 대회,كأس المرأة الوطنية,Nationaal beker vrouwen,Kadınlar Ulusal Kupası,Piala Nasional Wanita,ถ้วยแห่งชาติสตรี,Cúp quốc gia nữ,,,Puchar Narodowy Kobiet,,
world_cup,International Cup,Coupe internationale,Coppa Internazionale,Internationaler Pokal,Copa internacional,国際カップ,Copa Internacional,Международный кубок,国际杯,國際冠軍盃,國際冠軍盃,인터내셔널 컵,كأس دولي,Internationale Beker,Uluslararası Kupa,Piala Internasional,ถ้วยแชมป์ระหว่างประเทศ,Cúp quốc tế,,,Puchar Międzynarodowy,,
fail,Fail,Éliminé(e),Sconfitta,Gescheitert,Fallaste,失敗,Falhou,Провал,失败,落敗,落敗,실패,خسارة,Geëlimineerd,Elendin,Gagal,ล้มเหลว,Thất bại,,,Porażka,,
champion,Champions,Champion,Campione,Champion,Campeón,チャンピオン,Campeão,Чемпион,冠军,冠軍,冠軍,챔피언,البطل,Kampioen,Şampiyon,Juara,แชมป์เปี้ยน,Quán quân,,,Mistrz,,
second_place,Second Place,2ème place,Secondo posto,Zweiter Platz,Segundo lugar,2位,Segundo lugar,Второе место,亚军,亞軍,亞軍,2위,المركز الثاني,Tweede plek,İkincilik,Peringkat Kedua,อันดับ 2,Á quân,,,Drugie miejsce,,
name,Name,Nom,Nome,Name,Nombre,名前,Nome,Имя,名字,名稱,名稱,이름,الإسم,Naam,İsim,Nama,ชื่อ,Tên,,,Nazwa,,
title_point,Point,Points,Punti,Punkte,Puntos,ポイント,Pontos,балл,得分,得分,得分,포인트,النقاط,Punten,Puan,Poin,คะแนน,Điểm,,,Punkt,,
title_win,W,W,V,S,V,W,W,W,W,W,W,승,W,W,G,W,W,W,,,W,,
title_draw,D,D,N,U,E,D,D,D,D,D,D,무,D,D,B,D,D,D,,,R,,
title_lose,L,L,S,N,P,L,L,L,L,L,L,패,L,L,K,L,L,L,,,P,,
title_ga,GA,GA,GS,GT,GC,GA,GA,GA,GA,GA,GA,실점,GA,GA,GA,GA,GA,GA,,,GA,,
title_gd,GD,GD,DR,TD,DG,GD,GD,GD,GD,GD,GD,득실차,GD,GD,GD,GD,GD,GD,,,RB,,
title_Played,P,P,PT,SP,PTS,P,P,P,P,P,P,승점,P,P,O,P,P,P,,,P,,
difficulty_0,Beginner,Débutant,Principiante,Anfänger,Principiante,初心者,Principiante,Новичок,新手,新手,新手,초급,مبتدئ,Beginner,Acemi,Pemula  ,ผู้เริ่มเล่น,Người bắt đầu,,,Początkujący,,
difficulty_1,Amateur,Amateur,Dilettante,Amateur,Amateur,アマチュア,Amador,Любитель,业余,入門,入門,아마추어,هاوي,Amateur,Amatör,Amatir  ,มือสมัครเล่น,Nghiệp dư,,,Amator,,
difficulty_2,Normal,Normal,Normale,Normal,Normal,ノーマル,Normal,Обычный,普通,老手,老手,일반,عادي,Normaal,Normal,Normal  ,ปกติ,Bình thường,,,Normalny,,
difficulty_3,Professional,Pro,Professionista,Profi,Profesional,プロ,Profissional,Профессионал,职业,職業,職業,고급,محترف,Professional,Profesyonel,Profesional  ,มืออาชีพ,Chuyên nghiệp,,,Zawodowiec,,
difficulty_4,Top Player,Légende,Top Player,Top Spieler,Leyenda,トッププレイヤー,Melhor Jogador,Легенда,大师,大師,大師,탑 플레이어,أفضل لاعب,Topspeler,En İyi Oyuncu,Pemain Terbaik  ,ผู้เล่นระดับสูง,Top cầu thủ,,,Najwyższa klasa,,
difficulty_tip,Select your difficulty level,Choisis ton niveau de difficulté,Seleziona il livello di difficoltà,Wähle deinen Schwierigkeitsgrad,Elige el nivel de dificultad,難易度を選択してください,Selecione seu nível de dificuldade,Выберите подходящий уровень сложности,选择你的难度,選擇你的難度,選擇你的難度,난이도를 선택하세요,إختر مستوى الصعوبة الخاص بك,Selecteer de moeilijkheidsgraad,Zorluk seviyesini seçin,Pilih tingkat kesulitan permainan  ,เรื่องระดับความยากของคุณ,Chọn mức độ khó của bạn,,,Wybierz poziom trudności,,
cup_mode,NATIONAL,NATIONAL,NAZIONALE,NATIONAL,NACIONAL,ナショナル,NACIONAL,СТРАНА,国家,國家,國家,내셔널,الوطني,NATIONAAL,ULUSAL,NASIONAL  ,ทีมชาติ,QUỐC TỊCH,,,KRAJOWY,,
league_mode,CLUB,CLUB,CLUB,CLUB,CLUB,クラブ,CLUBE,КЛУБ,俱乐部,俱樂部,俱樂部,클럽,النادي,CLUB,KULÜP,KLUB  ,สโมสร,CÂU LẠC BỘ,,,KLUB,,
choose_league,Choose League,Choisis ton championnat,Scegli Campionato,Liga wählen,Elige una Liga,リーグ選択,Escolha a Liga,Выберите чемпионат,选择联赛,選擇聯賽,選擇聯賽,리그 선택,إختر الدوري الخاص بك,Kies competitie,Lig Seç,Pilih Liga  ,เลือกลีก,Chọn giải đấu,,,Wybierz ligę,,
league_info,League Info,Informations sur le championnat,Informazioni Campionato,Liga-Infos,Información Liga,リーグ情報,Informações da Liga,Информация о чемпионате,联赛信息,聯賽信息,聯賽信息,리그 정보,معلومات الدوري,Competitie info,Lig Bilgileri,Info Liga  ,ข้อมูลลีก,Thông tin giải đấu,,,Informacje o lidze,,
league_round,League Round,Round du championnat,Girone Campionato,Liga Runde,Ronda de Liga,リーグラウンド,Rodada da Liga,Тур чемпионата,联赛轮次,聯賽回合,聯賽回合,리그 라운드,جولة الدوري,Competitie ronde,Lig Turu,Babak Liga  ,รอบการแข่งลีก,Vòng giải đấu,,,Runda ligowa,,
rating,Rate,Note,Voto,Bewertung,Calificación,格付け,Classificação,Рейтинг,评分,評級,評級,평점,تقييم,Rating,Puanlama,Peringkat  ,ระดับ,Đánh giá,,,Ocena,,
choose_times,Your campaigns,Vos campagnes,Le tue Carriere,Deine Kampagnen,Tus Carreras,あなたのキャンペーン,Suas campanhas,Ваши кампании,选择次数,你選擇的次數,你選擇的次數,당신의 캠페인,حملاتك,Jouw campagnes,Kampanyaların,Kampanye Anda  ,แคมเปญของคุณ,Chiến dịch của bạn,,,Twoje kampanie,,
championships_times,Championship history,Histoire du championnat,Albo d'oro,Meisterschaftsgeschichte,Historial de campeonatos,チャンピオンシップの歴史,História do campeonato,История чемпионата,夺冠次数,奪冠的次數,奪冠的次數,챔피언십 역사,تاريخ البطولة,Geschiedenis van het kampioenschap,Şampiyona tarihi,Riwayat Kejuaraan  ,ประวัติแชมป์เปี้ยนชิพ,Lịch sử vô địch,,,Historia mistrzostw,,
home,Home,Domicile,In casa,Heim,Local,ホーム,Casa,Дома,主场,主場,主場,홈,الملعب الرئيسي,Thuis,Ev,Kandang  ,เหย้า,Nhà,,,Dom,,
away,Away,Extérieur,Trasferta,Auswärts,Visitante,アウェー,Fora de Casa,В гостях,客场,客場,客場,어웨이,ملعب الضيف,Uit,Deplasman,Tandang  ,เยือน,Khách,,,Wyjazd,,
new_season,New Season,Nouvelle saison,Nuova stagione,Neue Saison,Nueva temporada,新シーズン,Nova Temporada,Новый сезон,新赛季,新賽季,新賽季,새 시즌,موسم جديد,Nieuw seizoen,Yeni Sezon,Musim Baru  ,ฤดูกาลใหม่,Mùa giải mới,,,Nowy sezon,,
team_info,Team Info,Informations sur l'équipe,Info Squadra,Team-Infos,Información del equipo,チーム情報,Informações da Equipe,Информация о команде,球队信息,球隊信息,球隊信息,팀 정보,معلومات الفريق,Team info,Takım Bilgileri,Info Tim  ,ข้อมูลทีม,Thông tin đội,,,Informacje o drużynie,,
worldCup_W,Women's International Cup,Coupe internationale féminine,Coppa Internazionale Femminile,Internationaler Frauenpokal,Copa Internacional Femenina,女子インターナショナルカップ,Copa Internacional Feminina,Женский международный кубок,女子国际杯,女子國際盃,女子國際盃,여자 월드컵,كأس العالم للسيدات,Internationale beker dames,Kadınlar Uluslararası Kupası,Piala Internasional Wanita,ฟุตบอลหญิงนานาชาติ,Cúp quốc tế nữ,,,Międzynarodowy Puchar Kobiet,,
worldCup_W_2023,2023 Women's International Cup,Coupe internationale féminine 2023,Coppa Internazionale Femminile 2023,Internationaler Frauenpokal 2023,Copa Internacional Femenina 2023,2023 女子インターナショナルカップ,Copa Internacional Feminina de 2023,Международный женский кубок 2023 г.,2023女子国际杯,2023女子國際盃,2023女子國際盃,2023 여자 월드컵,كأس العالم للسيدات 2023,Internationale beker dames 2023,2023 Kadınlar Uluslararası Kupası,Piala Internasional Wanita 2023,ฟุตบอลหญิงนานาชาติ 2023,Cúp bóng đá nữ quốc tế 2023,,,Międzynarodowy Puchar Kobiet 2023,,
